record_id,node_id,node_name,node_type,description,node_raw
R0075,methane yield,methane yield,outcome,daily methane emission in g/d,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""daily methane emission in g/d""}"
R0075,ruminal fermentation,ruminal fermentation,metabolic_process,VFA profile changes,"{""id"": ""ruminal fermentation"", ""node_type"": ""metabolic_process"", ""description"": ""VFA profile changes""}"
R0075,microbial community,microbial community,metabolic_process,rumen microbiota composition,"{""id"": ""microbial community"", ""node_type"": ""metabolic_process"", ""description"": ""rumen microbiota composition""}"
R0075,Ascophyllum nodosum extract,Ascophyllum nodosum extract,outcome,auto-added from edge,"{""id"": ""Ascophyllum nodosum extract"", ""node_type"": ""outcome"", ""description"": ""auto-added from edge""}"
R0076,Padina gymnospora,Padina gymnospora,plant_species,"brown macroalga, biowaste used as feed additive","{""id"": ""Padina gymnospora"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga, biowaste used as feed additive""}"
R0076,Methanobrevibacter,Methanobrevibacter,rumen_archaea,"dominant archaeal genus, target of modulation","{""id"": ""Methanobrevibacter"", ""node_type"": ""rumen_archaea"", ""description"": ""dominant archaeal genus, target of modulation""}"
R0076,Euryarchaeota,Euryarchaeota,rumen_archaea,dominant archaeal phylum,"{""id"": ""Euryarchaeota"", ""node_type"": ""rumen_archaea"", ""description"": ""dominant archaeal phylum""}"
R0076,Entodinomorphs,Entodinomorphs,rumen_protozoa,"ciliate protozoa, decreased in numbers","{""id"": ""Entodinomorphs"", ""node_type"": ""rumen_protozoa"", ""description"": ""ciliate protozoa, decreased in numbers""}"
R0076,Holotrichs,Holotrichs,rumen_protozoa,"ciliate protozoa, decreased in numbers","{""id"": ""Holotrichs"", ""node_type"": ""rumen_protozoa"", ""description"": ""ciliate protozoa, decreased in numbers""}"
R0076,methane yield,methane yield,outcome,in vitro methane yield,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""in vitro methane yield""}"
R0076,dry matter digestibility,dry matter digestibility,outcome,DM digestibility decreased,"{""id"": ""dry matter digestibility"", ""node_type"": ""outcome"", ""description"": ""DM digestibility decreased""}"
R0076,organic matter digestibility,organic matter digestibility,outcome,OM digestibility decreased,"{""id"": ""organic matter digestibility"", ""node_type"": ""outcome"", ""description"": ""OM digestibility decreased""}"
R0077,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,red macroalga,"{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga""}"
R0077,Colpomenia peregrina,Colpomenia peregrina,plant_species,brown macroalga,"{""id"": ""Colpomenia peregrina"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga""}"
R0077,Sargassum horneri,Sargassum horneri,plant_species,brown macroalga,"{""id"": ""Sargassum horneri"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga""}"
R0077,Vertebrata lanosa,Vertebrata lanosa,plant_species,red macroalga,"{""id"": ""Vertebrata lanosa"", ""node_type"": ""plant_species"", ""description"": ""red macroalga""}"
R0077,Methanobacteriaceae,Methanobacteriaceae,rumen_archaea,methanogen family,"{""id"": ""Methanobacteriaceae"", ""node_type"": ""rumen_archaea"", ""description"": ""methanogen family""}"
R0077,Methanosphaera stadtmane,Methanosphaera stadtmane,rumen_archaea,methanogen species,"{""id"": ""Methanosphaera stadtmane"", ""node_type"": ""rumen_archaea"", ""description"": ""methanogen species""}"
R0077,Methanobrevibacter ruminantium,Methanobrevibacter ruminantium,rumen_archaea,methanogen species,"{""id"": ""Methanobrevibacter ruminantium"", ""node_type"": ""rumen_archaea"", ""description"": ""methanogen species""}"
R0077,Methanobrevibacter,Methanobrevibacter,rumen_archaea,methanogen genus,"{""id"": ""Methanobrevibacter"", ""node_type"": ""rumen_archaea"", ""description"": ""methanogen genus""}"
R0077,Prevotella,Prevotella,rumen_bacteria,bacterial genus,"{""id"": ""Prevotella"", ""node_type"": ""rumen_bacteria"", ""description"": ""bacterial genus""}"
R0077,Bacteroidales,Bacteroidales,rumen_bacteria,bacterial order,"{""id"": ""Bacteroidales"", ""node_type"": ""rumen_bacteria"", ""description"": ""bacterial order""}"
R0077,Firmicutes,Firmicutes,rumen_bacteria,bacterial phylum,"{""id"": ""Firmicutes"", ""node_type"": ""rumen_bacteria"", ""description"": ""bacterial phylum""}"
R0077,Clostridium,Clostridium,rumen_bacteria,bacterial genus,"{""id"": ""Clostridium"", ""node_type"": ""rumen_bacteria"", ""description"": ""bacterial genus""}"
R0077,Anaerovibrio,Anaerovibrio,rumen_bacteria,bacterial genus,"{""id"": ""Anaerovibrio"", ""node_type"": ""rumen_bacteria"", ""description"": ""bacterial genus""}"
R0077,methane yield,methane yield,outcome,enteric methane production,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""enteric methane production""}"
R0077,total gas production,total gas production,outcome,gas volume,"{""id"": ""total gas production"", ""node_type"": ""outcome"", ""description"": ""gas volume""}"
R0077,total VFA,total VFA,outcome,volatile fatty acids,"{""id"": ""total VFA"", ""node_type"": ""outcome"", ""description"": ""volatile fatty acids""}"
R0077,acetate,acetate,metabolic_process,VFA molar proportion,"{""id"": ""acetate"", ""node_type"": ""metabolic_process"", ""description"": ""VFA molar proportion""}"
R0077,propionate production,propionate production,metabolic_process,VFA molar proportion,"{""id"": ""propionate production"", ""node_type"": ""metabolic_process"", ""description"": ""VFA molar proportion""}"
R0077,butyrate production,butyrate production,metabolic_process,VFA molar proportion,"{""id"": ""butyrate production"", ""node_type"": ""metabolic_process"", ""description"": ""VFA molar proportion""}"
R0077,valerate,valerate,outcome,VFA molar proportion,"{""id"": ""valerate"", ""node_type"": ""outcome"", ""description"": ""VFA molar proportion""}"
R0077,ammonia,ammonia,outcome,NH3 concentration,"{""id"": ""ammonia"", ""node_type"": ""outcome"", ""description"": ""NH3 concentration""}"
R0078,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,red macroalga,"{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga""}"
R0078,methane,methane,outcome,enteric methane production,"{""id"": ""methane"", ""node_type"": ""outcome"", ""description"": ""enteric methane production""}"
R0078,rumen microbiome,rumen microbiome,metabolic_process,rumen microbial community,"{""id"": ""rumen microbiome"", ""node_type"": ""metabolic_process"", ""description"": ""rumen microbial community""}"
R0078,methanogens,methanogens,rumen_archaea,methane-producing archaea,"{""id"": ""methanogens"", ""node_type"": ""rumen_archaea"", ""description"": ""methane-producing archaea""}"
R0079,Sargassum horneri,Sargassum horneri,plant_species,"brown macroalga, blanched to improve nutritional value","{""id"": ""Sargassum horneri"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga, blanched to improve nutritional value""}"
R0079,methane yield,methane yield,outcome,greenhouse gas emission from rumen fermentation,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""greenhouse gas emission from rumen fermentation""}"
R0080,Sargassum binderi,Sargassum binderi,plant_species,tropical brown seaweed,"{""id"": ""Sargassum binderi"", ""node_type"": ""plant_species"", ""description"": ""tropical brown seaweed""}"
R0080,Kappaphycus striatum,Kappaphycus striatum,plant_species,tropical green seaweed,"{""id"": ""Kappaphycus striatum"", ""node_type"": ""plant_species"", ""description"": ""tropical green seaweed""}"
R0080,VFA production,VFA production,metabolic_process,volatile fatty acid production,"{""id"": ""VFA production"", ""node_type"": ""metabolic_process"", ""description"": ""volatile fatty acid production""}"
R0080,ammonia concentration,ammonia concentration,metabolic_process,rumen ammonia concentration,"{""id"": ""ammonia concentration"", ""node_type"": ""metabolic_process"", ""description"": ""rumen ammonia concentration""}"
R0080,rumen pH,rumen pH,metabolic_process,rumen pH,"{""id"": ""rumen pH"", ""node_type"": ""metabolic_process"", ""description"": ""rumen pH""}"
R0081,Chlamydomonas reinhardtii,Chlamydomonas reinhardtii,plant_species,"green algae, used as extract with nanoparticles","{""id"": ""Chlamydomonas reinhardtii"", ""node_type"": ""plant_species"", ""description"": ""green algae, used as extract with nanoparticles""}"
R0081,MgO nanoparticle,MgO nanoparticle,feed_additive,magnesium oxide nanoparticle,"{""id"": ""MgO nanoparticle"", ""node_type"": ""feed_additive"", ""description"": ""magnesium oxide nanoparticle""}"
R0081,MgS nanoparticle,MgS nanoparticle,feed_additive,magnesium sulfide nanoparticle,"{""id"": ""MgS nanoparticle"", ""node_type"": ""feed_additive"", ""description"": ""magnesium sulfide nanoparticle""}"
R0081,in vitro gas production,in vitro gas production,outcome,net gas production,"{""id"": ""in vitro gas production"", ""node_type"": ""outcome"", ""description"": ""net gas production""}"
R0081,methane yield,methane yield,outcome,not directly measured,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""not directly measured""}"
R0082,Gracilaria sp.,Gracilaria sp.,plant_species,"red macroalga, seaweed meal","{""id"": ""Gracilaria sp."", ""node_type"": ""plant_species"", ""description"": ""red macroalga, seaweed meal""}"
R0082,Uncaria gambir,Uncaria gambir,plant_species,gambir leaf extract,"{""id"": ""Uncaria gambir"", ""node_type"": ""plant_species"", ""description"": ""gambir leaf extract""}"
R0082,ciliate protozoa,ciliate protozoa,rumen_protozoa,rumen ciliate protozoa,"{""id"": ""ciliate protozoa"", ""node_type"": ""rumen_protozoa"", ""description"": ""rumen ciliate protozoa""}"
R0082,methane,methane,outcome,methane production,"{""id"": ""methane"", ""node_type"": ""outcome"", ""description"": ""methane production""}"
R0082,VFA,VFA,outcome,volatile fatty acids,"{""id"": ""VFA"", ""node_type"": ""outcome"", ""description"": ""volatile fatty acids""}"
R0082,dry matter digestibility,dry matter digestibility,outcome,dry matter digestibility,"{""id"": ""dry matter digestibility"", ""node_type"": ""outcome"", ""description"": ""dry matter digestibility""}"
R0082,organic matter digestibility,organic matter digestibility,outcome,organic matter digestibility,"{""id"": ""organic matter digestibility"", ""node_type"": ""outcome"", ""description"": ""organic matter digestibility""}"
R0083,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0083,garlic oil,garlic oil,feed_additive,essential oil from garlic,"{""id"": ""garlic oil"", ""node_type"": ""feed_additive"", ""description"": ""essential oil from garlic""}"
R0083,garlic powder,garlic powder,feed_additive,dried garlic,"{""id"": ""garlic powder"", ""node_type"": ""feed_additive"", ""description"": ""dried garlic""}"
R0083,allicin,allicin,feed_additive,bioactive compound from garlic,"{""id"": ""allicin"", ""node_type"": ""feed_additive"", ""description"": ""bioactive compound from garlic""}"
R0083,yucca schidigera plant extract,yucca schidigera plant extract,feed_additive,plant extract,"{""id"": ""yucca schidigera plant extract"", ""node_type"": ""feed_additive"", ""description"": ""plant extract""}"
R0083,essential oil blend,essential oil blend,feed_additive,blend of essential oils,"{""id"": ""essential oil blend"", ""node_type"": ""feed_additive"", ""description"": ""blend of essential oils""}"
R0083,calcareous marine algae rumen buffer,calcareous marine algae rumen buffer,feed_additive,marine algae buffer,"{""id"": ""calcareous marine algae rumen buffer"", ""node_type"": ""feed_additive"", ""description"": ""marine algae buffer""}"
R0083,calcareous marine algae rumen buffer with MgO,calcareous marine algae rumen buffer with MgO,feed_additive,fortified with magnesium oxide,"{""id"": ""calcareous marine algae rumen buffer with MgO"", ""node_type"": ""feed_additive"", ""description"": ""fortified with magnesium oxide""}"
R0083,methane,methane,outcome,enteric methane,"{""id"": ""methane"", ""node_type"": ""outcome"", ""description"": ""enteric methane""}"
R0083,total VFA,total VFA,outcome,total volatile fatty acids,"{""id"": ""total VFA"", ""node_type"": ""outcome"", ""description"": ""total volatile fatty acids""}"
R0083,total gas,total gas,outcome,total gas production,"{""id"": ""total gas"", ""node_type"": ""outcome"", ""description"": ""total gas production""}"
R0084,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0084,bromoform,bromoform,plant_metabolite,"halogenated compound, methane inhibitor","{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""halogenated compound, methane inhibitor""}"
R0085,macroalgae (unspecified),macroalgae (unspecified),plant_species,unspecified macroalgae used for biorefinery,"{""id"": ""macroalgae (unspecified)"", ""node_type"": ""plant_species"", ""description"": ""unspecified macroalgae used for biorefinery""}"
R0085,methane yield,methane yield,outcome,methane production from anaerobic digestion,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""methane production from anaerobic digestion""}"
R0085,volatile fatty acids,volatile fatty acids,outcome,VFA production from anaerobic digestion,"{""id"": ""volatile fatty acids"", ""node_type"": ""outcome"", ""description"": ""VFA production from anaerobic digestion""}"
R0086,Sargassum cristaefolium,Sargassum cristaefolium,plant_species,"brown macroalga, contains tannins, flavonoids, saponins","{""id"": ""Sargassum cristaefolium"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga, contains tannins, flavonoids, saponins""}"
R0086,Sargassum crassifolium,Sargassum crassifolium,plant_species,"brown macroalga, contains tannins, flavonoids, saponins","{""id"": ""Sargassum crassifolium"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga, contains tannins, flavonoids, saponins""}"
R0086,Enhalus acoroides,Enhalus acoroides,plant_species,"seagrass, contains tannins, flavonoids, saponins","{""id"": ""Enhalus acoroides"", ""node_type"": ""plant_species"", ""description"": ""seagrass, contains tannins, flavonoids, saponins""}"
R0086,methane yield,methane yield,outcome,enteric methane production in vitro,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""enteric methane production in vitro""}"
R0086,dry matter degradation,dry matter degradation,outcome,DMD,"{""id"": ""dry matter degradation"", ""node_type"": ""outcome"", ""description"": ""DMD""}"
R0086,organic matter degradation,organic matter degradation,outcome,OMD,"{""id"": ""organic matter degradation"", ""node_type"": ""outcome"", ""description"": ""OMD""}"
R0086,ammonia nitrogen,ammonia nitrogen,outcome,NH3,"{""id"": ""ammonia nitrogen"", ""node_type"": ""outcome"", ""description"": ""NH3""}"
R0086,volatile fatty acids,volatile fatty acids,outcome,VFA,"{""id"": ""volatile fatty acids"", ""node_type"": ""outcome"", ""description"": ""VFA""}"
R0086,microbial protein synthesis,microbial protein synthesis,outcome,microbial protein,"{""id"": ""microbial protein synthesis"", ""node_type"": ""outcome"", ""description"": ""microbial protein""}"
R0087,Bonnemaisonia hamifera,Bonnemaisonia hamifera,plant_species,"red macroalga, harvested from west coast of Sweden","{""id"": ""Bonnemaisonia hamifera"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, harvested from west coast of Sweden""}"
R0087,predicted in vivo CH4,predicted in vivo CH4,outcome,predicted methane production from in vitro data,"{""id"": ""predicted in vivo CH4"", ""node_type"": ""outcome"", ""description"": ""predicted methane production from in vitro data""}"
R0088,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0088,bromoform,bromoform,plant_metabolite,"CHBr3, bioactive compound","{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""CHBr3, bioactive compound""}"
R0088,sunflower oil,sunflower oil,feed_additive,carrier oil for bromoform extraction,"{""id"": ""sunflower oil"", ""node_type"": ""feed_additive"", ""description"": ""carrier oil for bromoform extraction""}"
R0088,methane,methane,outcome,ruminal methane production,"{""id"": ""methane"", ""node_type"": ""outcome"", ""description"": ""ruminal methane production""}"
R0088,VFA,VFA,outcome,volatile fatty acids,"{""id"": ""VFA"", ""node_type"": ""outcome"", ""description"": ""volatile fatty acids""}"
R0088,biohydrogenation,biohydrogenation,metabolic_process,biohydrogenation of polyunsaturated fatty acids,"{""id"": ""biohydrogenation"", ""node_type"": ""metabolic_process"", ""description"": ""biohydrogenation of polyunsaturated fatty acids""}"
R0089,Saccharina latissima,Saccharina latissima,plant_species,brown seaweed,"{""id"": ""Saccharina latissima"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed""}"
R0089,methane yield,methane yield,outcome,in vitro methane production,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""in vitro methane production""}"
R0089,volatile fatty acids,volatile fatty acids,outcome,total VFA and profile,"{""id"": ""volatile fatty acids"", ""node_type"": ""outcome"", ""description"": ""total VFA and profile""}"
R0090,Thallus laminariae,Thallus laminariae,plant_species,kelp powder,"{""id"": ""Thallus laminariae"", ""node_type"": ""plant_species"", ""description"": ""kelp powder""}"
R0090,Firmicutes,Firmicutes,rumen_bacteria,phylum of bacteria,"{""id"": ""Firmicutes"", ""node_type"": ""rumen_bacteria"", ""description"": ""phylum of bacteria""}"
R0090,Proteobacteria,Proteobacteria,rumen_bacteria,phylum of bacteria,"{""id"": ""Proteobacteria"", ""node_type"": ""rumen_bacteria"", ""description"": ""phylum of bacteria""}"
R0090,Bacteroidetes,Bacteroidetes,rumen_bacteria,phylum of bacteria,"{""id"": ""Bacteroidetes"", ""node_type"": ""rumen_bacteria"", ""description"": ""phylum of bacteria""}"
R0090,total volatile fatty acids,total volatile fatty acids,outcome,TVFA,"{""id"": ""total volatile fatty acids"", ""node_type"": ""outcome"", ""description"": ""TVFA""}"
R0090,ammonia-N,ammonia-N,outcome,ammonia nitrogen,"{""id"": ""ammonia-N"", ""node_type"": ""outcome"", ""description"": ""ammonia nitrogen""}"
R0091,Halymenia sp.,Halymenia sp.,plant_species,red macroalga,"{""id"": ""Halymenia sp."", ""node_type"": ""plant_species"", ""description"": ""red macroalga""}"
R0091,Caulerpa racemosa,Caulerpa racemosa,plant_species,green macroalga,"{""id"": ""Caulerpa racemosa"", ""node_type"": ""plant_species"", ""description"": ""green macroalga""}"
R0091,Gracilaria coronopifolia,Gracilaria coronopifolia,plant_species,red macroalga,"{""id"": ""Gracilaria coronopifolia"", ""node_type"": ""plant_species"", ""description"": ""red macroalga""}"
R0091,Ulva lactuca,Ulva lactuca,plant_species,green macroalga,"{""id"": ""Ulva lactuca"", ""node_type"": ""plant_species"", ""description"": ""green macroalga""}"
R0091,methane yield,methane yield,outcome,in vitro methane yield,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""in vitro methane yield""}"
R0092,Colaconema spp.,Colaconema spp.,plant_species,red macroalga from Baltic Sea region,"{""id"": ""Colaconema spp."", ""node_type"": ""plant_species"", ""description"": ""red macroalga from Baltic Sea region""}"
R0092,Ulva intestinalis,Ulva intestinalis,plant_species,green macroalga from Baltic Sea region,"{""id"": ""Ulva intestinalis"", ""node_type"": ""plant_species"", ""description"": ""green macroalga from Baltic Sea region""}"
R0092,Ceramium spp.,Ceramium spp.,plant_species,red macroalga from Baltic Sea region,"{""id"": ""Ceramium spp."", ""node_type"": ""plant_species"", ""description"": ""red macroalga from Baltic Sea region""}"
R0092,Pylaiella litoralis,Pylaiella litoralis,plant_species,brown macroalga from Baltic Sea region,"{""id"": ""Pylaiella litoralis"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga from Baltic Sea region""}"
R0092,Haematococcus pluvialis,Haematococcus pluvialis,plant_species,microalga from Baltic Sea region,"{""id"": ""Haematococcus pluvialis"", ""node_type"": ""plant_species"", ""description"": ""microalga from Baltic Sea region""}"
R0092,Porphyridium purpureum,Porphyridium purpureum,plant_species,microalga from Baltic Sea region,"{""id"": ""Porphyridium purpureum"", ""node_type"": ""plant_species"", ""description"": ""microalga from Baltic Sea region""}"
R0092,methane yield,methane yield,outcome,methane production in vitro,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""methane production in vitro""}"
R0092,propionate concentration,propionate concentration,outcome,propionate concentration in SCFA profile,"{""id"": ""propionate concentration"", ""node_type"": ""outcome"", ""description"": ""propionate concentration in SCFA profile""}"
R0093,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0093,Asparagopsis armata,Asparagopsis armata,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis armata"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0093,bromoform,bromoform,plant_metabolite,major active ingredient for inhibition of methanogenesis,"{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""major active ingredient for inhibition of methanogenesis""}"
R0093,methane,methane,outcome,greenhouse gas produced by ruminants,"{""id"": ""methane"", ""node_type"": ""outcome"", ""description"": ""greenhouse gas produced by ruminants""}"
R0094,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, source of halogenated compounds and phlorotannins","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, source of halogenated compounds and phlorotannins""}"
R0094,Asparagopsis armata,Asparagopsis armata,plant_species,"red macroalga, source of halogenated compounds and phlorotannins","{""id"": ""Asparagopsis armata"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, source of halogenated compounds and phlorotannins""}"
R0094,enteric methane emission,enteric methane emission,outcome,methane produced by ruminants,"{""id"": ""enteric methane emission"", ""node_type"": ""outcome"", ""description"": ""methane produced by ruminants""}"
R0095,Sargassum mcclurei,Sargassum mcclurei,plant_species,brown macroalga,"{""id"": ""Sargassum mcclurei"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga""}"
R0095,Methanomicrobium,Methanomicrobium,rumen_archaea,"methanogen, reduced in abundance","{""id"": ""Methanomicrobium"", ""node_type"": ""rumen_archaea"", ""description"": ""methanogen, reduced in abundance""}"
R0095,Lachnospiraceae_NK3A20_group,Lachnospiraceae_NK3A20_group,rumen_bacteria,decreased in abundance,"{""id"": ""Lachnospiraceae_NK3A20_group"", ""node_type"": ""rumen_bacteria"", ""description"": ""decreased in abundance""}"
R0095,Ruminococcus,Ruminococcus,rumen_bacteria,decreased in abundance,"{""id"": ""Ruminococcus"", ""node_type"": ""rumen_bacteria"", ""description"": ""decreased in abundance""}"
R0095,Selenomonas,Selenomonas,rumen_bacteria,increased in abundance,"{""id"": ""Selenomonas"", ""node_type"": ""rumen_bacteria"", ""description"": ""increased in abundance""}"
R0095,Succinivibrio,Succinivibrio,rumen_bacteria,increased in abundance,"{""id"": ""Succinivibrio"", ""node_type"": ""rumen_bacteria"", ""description"": ""increased in abundance""}"
R0095,Saccharofermentans,Saccharofermentans,rumen_bacteria,increased in abundance,"{""id"": ""Saccharofermentans"", ""node_type"": ""rumen_bacteria"", ""description"": ""increased in abundance""}"
R0095,methane yield,methane yield,outcome,CH4 emissions,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""CH4 emissions""}"
R0095,propionate production,propionate production,metabolic_process,promoted,"{""id"": ""propionate production"", ""node_type"": ""metabolic_process"", ""description"": ""promoted""}"
R0096,Sargassum sp.,Sargassum sp.,plant_species,brown macroalga,"{""id"": ""Sargassum sp."", ""node_type"": ""plant_species"", ""description"": ""brown macroalga""}"
R0096,Padina sp.,Padina sp.,plant_species,brown macroalga,"{""id"": ""Padina sp."", ""node_type"": ""plant_species"", ""description"": ""brown macroalga""}"
R0096,Turbinaria ornata,Turbinaria ornata,plant_species,brown macroalga,"{""id"": ""Turbinaria ornata"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga""}"
R0096,Boergesenia forbesii,Boergesenia forbesii,plant_species,green macroalga,"{""id"": ""Boergesenia forbesii"", ""node_type"": ""plant_species"", ""description"": ""green macroalga""}"
R0096,Caulerpa racemosa,Caulerpa racemosa,plant_species,green macroalga,"{""id"": ""Caulerpa racemosa"", ""node_type"": ""plant_species"", ""description"": ""green macroalga""}"
R0096,Ulva lactuca,Ulva lactuca,plant_species,green macroalga,"{""id"": ""Ulva lactuca"", ""node_type"": ""plant_species"", ""description"": ""green macroalga""}"
R0096,Palmaria palmata,Palmaria palmata,plant_species,red macroalga,"{""id"": ""Palmaria palmata"", ""node_type"": ""plant_species"", ""description"": ""red macroalga""}"
R0096,Gelidium sp.,Gelidium sp.,plant_species,red macroalga,"{""id"": ""Gelidium sp."", ""node_type"": ""plant_species"", ""description"": ""red macroalga""}"
R0096,Halymenia durvillei,Halymenia durvillei,plant_species,red macroalga,"{""id"": ""Halymenia durvillei"", ""node_type"": ""plant_species"", ""description"": ""red macroalga""}"
R0096,Gracilaria verrucosa,Gracilaria verrucosa,plant_species,red macroalga,"{""id"": ""Gracilaria verrucosa"", ""node_type"": ""plant_species"", ""description"": ""red macroalga""}"
R0096,Eucheuma cottonii,Eucheuma cottonii,plant_species,red macroalga,"{""id"": ""Eucheuma cottonii"", ""node_type"": ""plant_species"", ""description"": ""red macroalga""}"
R0096,Gracilaria gigas,Gracilaria gigas,plant_species,red macroalga,"{""id"": ""Gracilaria gigas"", ""node_type"": ""plant_species"", ""description"": ""red macroalga""}"
R0096,Eucheuma spinosum,Eucheuma spinosum,plant_species,red macroalga,"{""id"": ""Eucheuma spinosum"", ""node_type"": ""plant_species"", ""description"": ""red macroalga""}"
R0096,Gracilaria coronopifolia,Gracilaria coronopifolia,plant_species,red macroalga,"{""id"": ""Gracilaria coronopifolia"", ""node_type"": ""plant_species"", ""description"": ""red macroalga""}"
R0096,methane yield,methane yield,outcome,enteric methane production,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""enteric methane production""}"
R0096,total VFA,total VFA,outcome,total volatile fatty acids,"{""id"": ""total VFA"", ""node_type"": ""outcome"", ""description"": ""total volatile fatty acids""}"
R0096,propionate production,propionate production,metabolic_process,propionate concentration,"{""id"": ""propionate production"", ""node_type"": ""metabolic_process"", ""description"": ""propionate concentration""}"
R0096,acetate:propionate ratio,acetate:propionate ratio,outcome,acetate to propionate ratio,"{""id"": ""acetate:propionate ratio"", ""node_type"": ""outcome"", ""description"": ""acetate to propionate ratio""}"
R0096,IVDMD,IVDMD,outcome,in vitro dry matter digestibility,"{""id"": ""IVDMD"", ""node_type"": ""outcome"", ""description"": ""in vitro dry matter digestibility""}"
R0096,IVOMD,IVOMD,outcome,in vitro organic matter digestibility,"{""id"": ""IVOMD"", ""node_type"": ""outcome"", ""description"": ""in vitro organic matter digestibility""}"
R0097,Palisada perforate (Bory) K.W.Nam,Palisada perforate (Bory) K.W.Nam,plant_species,red macroalgae,"{""id"": ""Palisada perforate (Bory) K.W.Nam"", ""node_type"": ""plant_species"", ""description"": ""red macroalgae""}"
R0097,methane yield,methane yield,outcome,calculated methane production,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""calculated methane production""}"
R0097,total VFA,total VFA,outcome,total volatile fatty acids,"{""id"": ""total VFA"", ""node_type"": ""outcome"", ""description"": ""total volatile fatty acids""}"
R0097,propionate production,propionate production,metabolic_process,propionate proportion,"{""id"": ""propionate production"", ""node_type"": ""metabolic_process"", ""description"": ""propionate proportion""}"
R0097,acetate,acetate,metabolic_process,acetate proportion,"{""id"": ""acetate"", ""node_type"": ""metabolic_process"", ""description"": ""acetate proportion""}"
R0097,acetate:propionate ratio,acetate:propionate ratio,outcome,acetate to propionate ratio,"{""id"": ""acetate:propionate ratio"", ""node_type"": ""outcome"", ""description"": ""acetate to propionate ratio""}"
R0097,NH3,NH3,outcome,ammonia concentration,"{""id"": ""NH3"", ""node_type"": ""outcome"", ""description"": ""ammonia concentration""}"
R0098,Asparagopsis spp.,Asparagopsis spp.,plant_species,"red macroalga, rich in halogenated compounds and bromoform","{""id"": ""Asparagopsis spp."", ""node_type"": ""plant_species"", ""description"": ""red macroalga, rich in halogenated compounds and bromoform""}"
R0098,brown seaweeds,brown seaweeds,plant_species,"contain phlorotannins, potential anti-methanogenic effects","{""id"": ""brown seaweeds"", ""node_type"": ""plant_species"", ""description"": ""contain phlorotannins, potential anti-methanogenic effects""}"
