record_id,subject,predicate,object,effect_direction,effect_size,dose,experimental_system,mechanism_class,direct_or_inferred,evidence_method,evidence_quality,supporting_quote,paper_id,extraction_source,prompt_version,confidence,edge_raw
R0100,Asparagopsis taxiformis,INHIBITS,Prevotella,decrease,Not stated,0.5% OM,in_vivo,['Microbial community restructuring'],Direct,16S rRNA,High,lower relative abundance of Prevotella in the bacterial population,10.3389/fanim.2023.1112969,auto,v2.0-126corpus,0.9,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""Prevotella"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""0.5% OM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""16S rRNA"", ""evidence_quality"": ""High"", ""supporting_quote"": ""lower relative abundance of Prevotella in the bacterial population"", ""paper_id"": ""10.3389/fanim.2023.1112969"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.9}"
R0102,Asparagopsis armata,INHIBITS,methane yield,decrease,"26.4% at 0.5% OM, 67.2% at 1% OM",0.5% and 1% OM,in_vivo,['Unknown/unclear mechanism'],Inferred,GreenFeed,High,Methane production by cows decreased significantly by 26.4% at the low (0.5%) level of A. armata inclusion and 67.2% at the high (1%) level of inclusion.,10.1016/j.jclepro.2019.06.193,auto,v2.0-126corpus,0.92,"{""source"": ""Asparagopsis armata"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""26.4% at 0.5% OM, 67.2% at 1% OM"", ""dose"": ""0.5% and 1% OM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""GreenFeed"", ""evidence_quality"": ""High"", ""supporting_quote"": ""Methane production by cows decreased significantly by 26.4% at the low (0.5%) level of A. armata inclusion and 67.2% at the high (1%) level of inclusion."", ""paper_id"": ""10.1016/j.jclepro.2019.06.193"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.92}"
R0102,Asparagopsis armata,INHIBITS,methane yield,decrease,"20.3% at 0.5% OM, 42.7% at 1% OM",0.5% and 1% OM,in_vivo,['Unknown/unclear mechanism'],Inferred,GreenFeed,High,"Methane yield decreased significantly by 20.3 and 42.7% in cows fed diet including 0.5% and 1% A. armata inclusion levels, respectively (P = <0.0001).",10.1016/j.jclepro.2019.06.193,auto,v2.0-126corpus,0.92,"{""source"": ""Asparagopsis armata"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""20.3% at 0.5% OM, 42.7% at 1% OM"", ""dose"": ""0.5% and 1% OM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""GreenFeed"", ""evidence_quality"": ""High"", ""supporting_quote"": ""Methane yield decreased significantly by 20.3 and 42.7% in cows fed diet including 0.5% and 1% A. armata inclusion levels, respectively (P = <0.0001)."", ""paper_id"": ""10.1016/j.jclepro.2019.06.193"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.92}"
R0102,Asparagopsis armata,INHIBITS,methane intensity,decrease,"26.8% at 0.5% OM, 60% at 1% OM",0.5% and 1% OM,in_vivo,['Unknown/unclear mechanism'],Inferred,GreenFeed,High,Methane intensity significantly decreased by 26.8% from cows fed at 0.5% level and 60% at the 1.0% A. armata inclusion level.,10.1016/j.jclepro.2019.06.193,auto,v2.0-126corpus,0.92,"{""source"": ""Asparagopsis armata"", ""target"": ""methane intensity"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""26.8% at 0.5% OM, 60% at 1% OM"", ""dose"": ""0.5% and 1% OM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""GreenFeed"", ""evidence_quality"": ""High"", ""supporting_quote"": ""Methane intensity significantly decreased by 26.8% from cows fed at 0.5% level and 60% at the 1.0% A. armata inclusion level."", ""paper_id"": ""10.1016/j.jclepro.2019.06.193"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.92}"
R0104,Asparagopsis taxiformis,INHIBITS,methane yield,no_change,Not stated,89.2 mg bromoform/head/day,in_vivo,['Unknown/unclear mechanism'],Inferred,laser methane detection (LMD),Medium,"No significant differences were observed between treatments for mineral consumption, weight gain, or blood selenium levels.",10.3390/methane4040027,auto,v2.0-126corpus,0.75,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""no_change"", ""effect_size"": ""Not stated"", ""dose"": ""89.2 mg bromoform/head/day"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""laser methane detection (LMD)"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""No significant differences were observed between treatments for mineral consumption, weight gain, or blood selenium levels."", ""paper_id"": ""10.3390/methane4040027"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.75}"
R0105,Bonnemaisonia hamifera,INHIBITS,methane,decrease,98.8%,10% OM,in_vitro,['Hydrogen sink redistribution'],Inferred,in vitro gas production,High,"Bonnemaisonia hamifera reduced the production of methane by 17.1%, 95.4%, and 98.8% ... with notable increases in the production of hydrogen.",10.1080/26388081.2022.2059700,auto,v2.0-126corpus,0.85,"{""source"": ""Bonnemaisonia hamifera"", ""target"": ""methane"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""98.8%"", ""dose"": ""10% OM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Hydrogen sink redistribution""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""High"", ""supporting_quote"": ""Bonnemaisonia hamifera reduced the production of methane by 17.1%, 95.4%, and 98.8% ... with notable increases in the production of hydrogen."", ""paper_id"": ""10.1080/26388081.2022.2059700"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0105,Euptilota formisissima,INHIBITS,methane,decrease,50.5%,10% OM,in_vitro,['Unknown/unclear mechanism'],Inferred,in vitro gas production,High,Euptilota formisissima ... reduced the production of methane by up to 50.5% ... with minimal effects on measured fermentation parameters.,10.1080/26388081.2022.2059700,auto,v2.0-126corpus,0.8,"{""source"": ""Euptilota formisissima"", ""target"": ""methane"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""50.5%"", ""dose"": ""10% OM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""High"", ""supporting_quote"": ""Euptilota formisissima ... reduced the production of methane by up to 50.5% ... with minimal effects on measured fermentation parameters."", ""paper_id"": ""10.1080/26388081.2022.2059700"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0105,Plocamium cirrhosum,INHIBITS,methane,decrease,39.5%,10% OM,in_vitro,['Unknown/unclear mechanism'],Inferred,in vitro gas production,High,Plocamium cirrhosum reduced the production of methane by up to 39.5% ... with minimal effects on measured fermentation parameters.,10.1080/26388081.2022.2059700,auto,v2.0-126corpus,0.8,"{""source"": ""Plocamium cirrhosum"", ""target"": ""methane"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""39.5%"", ""dose"": ""10% OM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""High"", ""supporting_quote"": ""Plocamium cirrhosum reduced the production of methane by up to 39.5% ... with minimal effects on measured fermentation parameters."", ""paper_id"": ""10.1080/26388081.2022.2059700"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0105,Vidalia colensoi,INHIBITS,methane,decrease,Not stated,6 or 10% OM,in_vitro,['Unknown/unclear mechanism'],Inferred,in vitro gas production,Medium,Inclusion of all seaweeds except Ulva sp. B reduced the production of methane at either 6 or 10% OM.,10.1080/26388081.2022.2059700,auto,v2.0-126corpus,0.7,"{""source"": ""Vidalia colensoi"", ""target"": ""methane"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""6 or 10% OM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""Inclusion of all seaweeds except Ulva sp. B reduced the production of methane at either 6 or 10% OM."", ""paper_id"": ""10.1080/26388081.2022.2059700"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
R0105,Ecklonia radiata,INHIBITS,methane,decrease,Not stated,6 or 10% OM,in_vitro,['Unknown/unclear mechanism'],Inferred,in vitro gas production,Medium,Inclusion of all seaweeds except Ulva sp. B reduced the production of methane at either 6 or 10% OM.,10.1080/26388081.2022.2059700,auto,v2.0-126corpus,0.7,"{""source"": ""Ecklonia radiata"", ""target"": ""methane"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""6 or 10% OM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""Inclusion of all seaweeds except Ulva sp. B reduced the production of methane at either 6 or 10% OM."", ""paper_id"": ""10.1080/26388081.2022.2059700"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
R0105,Ulva sp. B,MODULATES,methane,no_change,Not stated,"2%, 6%, 10% OM",in_vitro,['Unknown/unclear mechanism'],Inferred,in vitro gas production,Medium,Inclusion of all seaweeds except Ulva sp. B reduced the production of methane,10.1080/26388081.2022.2059700,auto,v2.0-126corpus,0.75,"{""source"": ""Ulva sp. B"", ""target"": ""methane"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""no_change"", ""effect_size"": ""Not stated"", ""dose"": ""2%, 6%, 10% OM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""Inclusion of all seaweeds except Ulva sp. B reduced the production of methane"", ""paper_id"": ""10.1080/26388081.2022.2059700"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.75}"
R0105,Bonnemaisonia hamifera,PROMOTES,hydrogen,increase,Not stated,"2%, 6%, 10% OM",in_vitro,['Hydrogen sink redistribution'],Direct,in vitro gas production,High,notable increases in the production of hydrogen,10.1080/26388081.2022.2059700,auto,v2.0-126corpus,0.85,"{""source"": ""Bonnemaisonia hamifera"", ""target"": ""hydrogen"", ""edge_type"": ""PROMOTES"", ""effect_direction"": ""increase"", ""effect_size"": ""Not stated"", ""dose"": ""2%, 6%, 10% OM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Hydrogen sink redistribution""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""High"", ""supporting_quote"": ""notable increases in the production of hydrogen"", ""paper_id"": ""10.1080/26388081.2022.2059700"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0106,phlorotannins,INHIBITS,methane yield,decrease,38%,40 g kg-1,in_vitro,['Fermentation pathway modulation'],Inferred,in vitro gas production,High,CH4 decreased (P<0.0001) from 24.5 to 15.2 mL g-1 OM,10.1002/jsfa.8842,auto,v2.0-126corpus,0.9,"{""source"": ""phlorotannins"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""38%"", ""dose"": ""40 g kg-1"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""High"", ""supporting_quote"": ""CH4 decreased (P<0.0001) from 24.5 to 15.2 mL g-1 OM"", ""paper_id"": ""10.1002/jsfa.8842"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.9}"
R0106,phlorotannins,INHIBITS,protein degradation,decrease,Not stated,40 g kg-1,in_vitro,['Fermentation pathway modulation'],Inferred,in vitro gas production,Medium,Ammonia trended (P=0.0903) to decrease from 0.49 to 0.39 mmol g-1 OM,10.1002/jsfa.8842,auto,v2.0-126corpus,0.7,"{""source"": ""phlorotannins"", ""target"": ""protein degradation"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""40 g kg-1"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""Ammonia trended (P=0.0903) to decrease from 0.49 to 0.39 mmol g-1 OM"", ""paper_id"": ""10.1002/jsfa.8842"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
R0107,Ecklonia stolonifera,INHIBITS,methane yield,decrease,Not stated,5% of timothy,in_vitro,['Microbial community restructuring'],Direct,"in vitro gas production, relative quantification of specific ruminal microbes",Medium,methane production was significantly decreased after 48 h incubation,10.1007/s10811-020-02361-4,auto,v2.0-126corpus,0.8,"{""source"": ""Ecklonia stolonifera"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""5% of timothy"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""in vitro gas production, relative quantification of specific ruminal microbes"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""methane production was significantly decreased after 48 h incubation"", ""paper_id"": ""10.1007/s10811-020-02361-4"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0107,Eisenia bicyclis,INHIBITS,methane yield,decrease,Not stated,5% of timothy,in_vitro,['Microbial community restructuring'],Direct,"in vitro gas production, relative quantification of specific ruminal microbes",Medium,methane production was significantly decreased after 48 h incubation,10.1007/s10811-020-02361-4,auto,v2.0-126corpus,0.8,"{""source"": ""Eisenia bicyclis"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""5% of timothy"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""in vitro gas production, relative quantification of specific ruminal microbes"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""methane production was significantly decreased after 48 h incubation"", ""paper_id"": ""10.1007/s10811-020-02361-4"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0107,Sargassum fulvellum,INHIBITS,methane yield,decrease,Not stated,5% of timothy,in_vitro,['Microbial community restructuring'],Direct,"in vitro gas production, relative quantification of specific ruminal microbes",Medium,methane production was significantly decreased after 48 h incubation,10.1007/s10811-020-02361-4,auto,v2.0-126corpus,0.8,"{""source"": ""Sargassum fulvellum"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""5% of timothy"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""in vitro gas production, relative quantification of specific ruminal microbes"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""methane production was significantly decreased after 48 h incubation"", ""paper_id"": ""10.1007/s10811-020-02361-4"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0107,Undaria pinnatifida,INHIBITS,methane yield,decrease,Not stated,5% of timothy,in_vitro,['Microbial community restructuring'],Direct,"in vitro gas production, relative quantification of specific ruminal microbes",Medium,methane production was significantly decreased after 48 h incubation,10.1007/s10811-020-02361-4,auto,v2.0-126corpus,0.8,"{""source"": ""Undaria pinnatifida"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""5% of timothy"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""in vitro gas production, relative quantification of specific ruminal microbes"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""methane production was significantly decreased after 48 h incubation"", ""paper_id"": ""10.1007/s10811-020-02361-4"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0107,Sargassum fusiforme,INHIBITS,methane yield,decrease,Not stated,5% of timothy,in_vitro,['Microbial community restructuring'],Direct,"in vitro gas production, relative quantification of specific ruminal microbes",Medium,methane production was significantly decreased after 48 h incubation,10.1007/s10811-020-02361-4,auto,v2.0-126corpus,0.8,"{""source"": ""Sargassum fusiforme"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""5% of timothy"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""in vitro gas production, relative quantification of specific ruminal microbes"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""methane production was significantly decreased after 48 h incubation"", ""paper_id"": ""10.1007/s10811-020-02361-4"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0108,Halidrys siliquosa,INHIBITS,methane yield,decrease,Not stated,Not specified,in_vitro,['Unknown/unclear mechanism'],Inferred,in vitro gas production,Medium,H. siliquosa ... displayed the highest concentration of phlorotannins ... giving anti-methanogenic effect in vitro,10.3389/fanim.2022.1062324,auto,v2.0-126corpus,0.7,"{""source"": ""Halidrys siliquosa"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""Not specified"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""H. siliquosa ... displayed the highest concentration of phlorotannins ... giving anti-methanogenic effect in vitro"", ""paper_id"": ""10.3389/fanim.2022.1062324"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
R0108,Ascophyllum nodosum,INHIBITS,methane yield,decrease,Not stated,Not specified,in_vitro,['Unknown/unclear mechanism'],Inferred,in vitro gas production,Medium,A. nodosum ... displayed the highest concentration of phlorotannins ... giving anti-methanogenic effect in vitro,10.3389/fanim.2022.1062324,auto,v2.0-126corpus,0.7,"{""source"": ""Ascophyllum nodosum"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""Not specified"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""A. nodosum ... displayed the highest concentration of phlorotannins ... giving anti-methanogenic effect in vitro"", ""paper_id"": ""10.3389/fanim.2022.1062324"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
R0108,Chaetomorpha filum,INHIBITS,methane yield,decrease,Not stated,Not specified,in_vitro,['Unknown/unclear mechanism'],Inferred,in vitro gas production,Medium,this explanation was not valid for the observed reduction in methane when supplementing with C. filum,10.3389/fanim.2022.1062324,auto,v2.0-126corpus,0.7,"{""source"": ""Chaetomorpha filum"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""Not specified"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""this explanation was not valid for the observed reduction in methane when supplementing with C. filum"", ""paper_id"": ""10.3389/fanim.2022.1062324"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
R0108,Laminaria digitata,INHIBITS,methane yield,decrease,Not stated,Not specified,in_vitro,['Unknown/unclear mechanism'],Inferred,in vitro gas production,Medium,this explanation was not valid for the observed reduction in methane when supplementing with ... L. digitata,10.3389/fanim.2022.1062324,auto,v2.0-126corpus,0.7,"{""source"": ""Laminaria digitata"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""Not specified"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""this explanation was not valid for the observed reduction in methane when supplementing with ... L. digitata"", ""paper_id"": ""10.3389/fanim.2022.1062324"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
R0108,Dumontia carnosa,INHIBITS,methane yield,decrease,Not stated,Not specified,in_vitro,['Unknown/unclear mechanism'],Inferred,in vitro gas production,Medium,D. carnosa ... had the highest protein content ... that reduced methane production in vitro,10.3389/fanim.2022.1062324,auto,v2.0-126corpus,0.7,"{""source"": ""Dumontia carnosa"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""Not specified"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""D. carnosa ... had the highest protein content ... that reduced methane production in vitro"", ""paper_id"": ""10.3389/fanim.2022.1062324"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
R0108,Ceramium tenuicorne,INHIBITS,methane yield,decrease,Not stated,Not specified,in_vitro,['Unknown/unclear mechanism'],Inferred,in vitro gas production,Medium,C. tenuicorne ... had the highest protein content ... that reduced methane production in vitro,10.3389/fanim.2022.1062324,auto,v2.0-126corpus,0.7,"{""source"": ""Ceramium tenuicorne"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""Not specified"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""C. tenuicorne ... had the highest protein content ... that reduced methane production in vitro"", ""paper_id"": ""10.3389/fanim.2022.1062324"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
R0108,Ulva lactuca,INHIBITS,methane yield,decrease,Not stated,Not specified,in_vitro,['Unknown/unclear mechanism'],Inferred,in vitro gas production,Medium,reduced methane production in vitro when supplementing with U. lactuca,10.3389/fanim.2022.1062324,auto,v2.0-126corpus,0.7,"{""source"": ""Ulva lactuca"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""Not specified"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""reduced methane production in vitro when supplementing with U. lactuca"", ""paper_id"": ""10.3389/fanim.2022.1062324"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
R0108,Asparagopsis taxiformis,INHIBITS,methane yield,decrease,Not stated,Not specified,in_vitro,['Unknown/unclear mechanism'],Inferred,in vitro gas production,Medium,The strongest and most complete methane inhibition in vitro was observed when supplementing with Asparagopsis taxiformis,10.3389/fanim.2022.1062324,auto,v2.0-126corpus,0.8,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""Not specified"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""The strongest and most complete methane inhibition in vitro was observed when supplementing with Asparagopsis taxiformis"", ""paper_id"": ""10.3389/fanim.2022.1062324"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0109,Asparagopsis taxiformis,INHIBITS,methane,decrease,Not stated,six supplementation levels,modelling,"['Direct archaeal inhibition', 'Hydrogen sink redistribution']",Inferred,mathematical modelling,Medium,direct inhibition of the growth rate of methanogens by bromoform and hydrogen control on sugars utilization,10.24072/pci.animsci.100006,auto,v2.0-126corpus,0.8,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""methane"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""six supplementation levels"", ""experimental_system"": ""modelling"", ""mechanism_class"": [""Direct archaeal inhibition"", ""Hydrogen sink redistribution""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""mathematical modelling"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""direct inhibition of the growth rate of methanogens by bromoform and hydrogen control on sugars utilization"", ""paper_id"": ""10.24072/pci.animsci.100006"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
